Model Number,Item Description,Detail Description,Overall Width,Overall Depth,Overall Height,Arm Height,Seat Height,Seat Depth,Inside Width,Weight (Wrap),Weight (Carton),Cubic Feet,COM Price,COM Yardage,Year
1116-01,Lounge Chair,"Loose Back, Loose Seat",33,37,36,24,20-1/2,20-1/2,21,65,75,25.55,1654,11.25,2016
1116-31,Swivel Chair,"Loose Back, Loose Seat",33,37,36,24,20-1/2,20-1/2,21,95,110,25.55,1654,10.75,2016
1121-31,Swivel Chair,"Loose Pillow Back, Loose Seat",32,37-1/2,36-1/2,25-1/2,21,20,23,65,75,27.89,1654,11.75,2016
1122-31,Swivel Chair,"Tufted Back, Loose Seat",32,35,38-1/2,22-1/2,21,22,23-1/2,65,75,27.89,1761,8.25,2016
1122-32,Swivel Glider,"Tufted Back, Loose Seat",32,35,38-1/2,22-1/2,21,22,23-1/2,65,75,27.89,1914,8.25,2016
1123-30,Swivel Rocker,"Tufted Back, Loose Seat",28-1/2,33-1/2,39,23,18-1/2,20-1/2,20,55,65,20.33,1522,8.25,2016
1123-31,Swivel Chair,"Tufted Back, Loose Seat",28-1/2,33-1/2,39,23,18-1/2,20-1/2,20,55,65,20.33,1522,8.25,2016
1126-30,Swivel Rocker,"Loose Back, Loose Seat",30,38,38,24,21-1/2,20,23,90,105,31.44,1807,13.00,2016
1126-31,Swivel Chair,"Loose Back, Loose Seat",30,38,38,24,21-1/2,20,23,,,,1807,13.00,2016
1141-01,Lounge Chair,"Tufted Back, Loose Seat",32,34,35-1/2,24,19-1/2,22,20-1/2,55,65,20.33,1434,6.25,2016
1141-20,Ottoman,Semi-Attached Seat,27-1/2,21,17-1/2,N/A,N/A,N/A,N/A,25,30,9.51,740,3.00,2016
1170-30,Swivel Rocker,"Loose Back, Loose Seat",31,34,38,26-1/2,20,20,19-1/2,95,105,25.55,1886,13.50,2016
1170-32,Swivel Glider,"Loose Back, Loose Seat",31,34,38,26-1/2,20,20,19-1/2,95,105,25.55,2039,13.50,2016
1189-31,Swivel Chair,"Loose Back, Loose Seat",31,33,36,26-1/2,20,18,22,75,85,25.55,1516,9.00,2016
1189-32,Swivel Glider,"Loose Back, Loose Seat",31,33,36,26-1/2,20,18,22,75,85,25.55,1669,9.00,2016
1191-31,Swivel Chair,"Tight Back, Loose Seat",30,35-1/2,35,23,20,21-1/2,23,65,75,27.89,1550,8.50,2016
1191-32,Swivel Glider,"Tight Back, Loose Seat",30,35-1/2,35,23,20-1/2,22,23,35,45,20.33,1718,8.50,2016
1401-01,Lounge Chair,"Tight Back, Loose Seat",35-1/2,35-1/2,38-1/2,24-1/2,21,21,22-1/2,60,75,25.90,1571,8.00,2016
1403-01,Lounge Chair,"Tight Back, Loose Seat",35-1/2,37-1/2,38,25-1/2,21,22-1/2,22,75,85,25.55,1641,8.25,2016
1403-20,Ottoman,Semi-Attached Seat,27-1/2,21,19,N/A,N/A,N/A,N/A,30,35,9.51,752,3.75,2016
1404-01,Lounge Chair,"Tight Back, Loose Seat",39,36-1/2,39-1/2,24-1/2,21,22-1/2,25-1/2,85,95,33.75,1700,10.25,2016
1405-01,Lounge Chair,"Tight Back, Loose Seat",29,37,36-1/2,26,19,21-1/2,21,65,75,27.89,1590,6.50,2016
1407-01,Lounge Chair,"Tight Back, Loose Seat",31-1/2,34-1/2,38-1/2,24-1/2,21-1/2,22,23-1/2,85,95,25.55,1715,10.25,2016
1407-31,Swivel Chair,"Tight Back, Loose Seat",31-1/2,34-1/2,38-1/2,24-1/2,21-1/2,22,23-1/2,85,95,25.55,1792,10.25,2016
1408-01,Lounge Chair,"Semi-Attached Back, Loose Seat",32-1/2,37,36-1/2,26,21-1/2,20,23,65,75,31.70,1779,10.50,2016
1408-31,Swivel Chair,"Semi-Attached Back, Loose Seat",32-1/2,37,36-1/2,26,21-1/2,20,23,90,105,31.44,1779,10.50,2016
1409-01,Lounge Chair,"Tight Back, Loose Seat",34-1/2,36,38,25,20-1/2,20,22,60,70,25.55,1534,7.50,2016
1410-01,Lounge Chair,"Tufted Back, Loose Seat",39,36-1/2,39,24-1/2,21,21-1/2,23,65,75,33.75,1853,11.25,2016
1411-01,Lounge Chair,"Tight Back, Loose Seat",31,36-1/2,40,27,21-1/2,22-1/2,23,75,85,27.93,1580,9.25,2016
1412-01,Lounge Chair,"Tight Back, Loose Seat",32-1/2,34-1/2,32-1/2,27,20,19,21-1/2,55,65,25.55,1391,6.25,2016
1413-01,Lounge Chair,"Loose Back, Loose Seat",35-1/2,41,39-1/2,25,20,22,21,75,85,33.75,1877,13.00,2016
1413-20,Ottoman,Semi-Attached Seat,31,24,18-1/2,N/A,N/A,N/A,N/A,30,35,13.45,856,6.00,2016
1413-31,Swivel Chair,"Loose Back, Loose Seat",35-1/2,41,39-1/2,25,20,22,21,85,95,33.75,1953,13.00,2016
1413-32,Swivel Glider,"Loose Back, Loose Seat",35-1/2,41,39-1/2,25,20,22,21,75,85,33.75,2106,13.00,2016
1414-01,Lounge Chair,"Semi-Attached Back, Loose Seat",34,34-1/2,34,22,19,21,21,65,75,25.55,1626,9.75,2016
1414-31,Swivel Chair,"Semi-Attached Back, Loose Seat",34,34-1/2,34,22,19,21,21,70,80,25.55,1703,9.75,2016
1414-32,Swivel Glider,"Semi-Attached Back, Loose Seat",34,34-1/2,34,22,19,21,21,80,90,25.55,1856,9.75,2016
1415-01,Lounge Chair,"Loose Back, Loose Seat",36,37-1/2,37,24-1/2,20,21,21,65,75,27.93,1807,10.75,2016
1415-20,Ottoman,Semi-Attached Seat,24-1/2,18-1/2,18,N/A,N/A,N/A,N/A,30,35,9.51,694,3.00,2016
1416-01,Lounge Chair,"Loose Back, Loose Seat",32-1/2,39-1/2,40-1/2,24-1/2,22,22,25,65,75,33.75,1733,9.75,2016
1416-20,Ottoman,Semi-Attached Seat,30,20-1/2,21,N/A,N/A,N/A,N/A,30,35,13.45,874,3.75,2016
1419-01,Lounge Chair,"Tight Back, Loose Seat",33,38,43-1/2,26,21-1/2,22,22-1/2,75,85,33.75,1657,9.50,2016
1422-01,"Lounge , Chair","Loose Back , Loose Seat",31,36-1/2,40-1/2,24-1/2,19-1/2,20-1/2,23,65,75,27.89,1779,9.75,2016
1423-01,Lounge Chair,"Tight Back, Loose Seat",35-1/2,37-1/2,38,25-1/2,21,22-1/2,22,75,85,25.55,1718,8.50,2016
1423-20,Ottoman,Semi-Attached Seat,27-1/2,21,19,N/A,N/A,N/A,N/A,30,35,9.51,752,3.75,2016
1427-01,Lounge Chair,"Tight Back, Loose Seat",35,34,38,25,19-1/2,21,19-1/2,65,75,25.55,1534,8.50,2016
1427-30,Swivel Rocker,"Tight Back, Loose Seat",35,34,38,25,19-1/2,21,19-1/2,70,80,25.55,1611,8.50,2016
1427-31,Swivel Chair,"Tight Back, Loose Seat",35,34,38,25,19-1/2,21,19-1/2,70,80,25.55,1687,8.50,2016
1429-01,Lounge Chair,"Loose Pillow Back, Loose Seat",29,34-1/2,35,24-1/2,20-1/2,19-1/2,22-1/2,65,75,25.55,1718,9.50,2016
1429-31,Swivel Chair,"Loose Pillow Back, Loose Seat",29,34-1/2,35,24-1/2,20-1/2,19-1/2,22-1/2,75,80,25.55,1748,9.25,2016
1429-32,Swivel Glider,"Loose Pillow Back, Loose Seat",29,34-1/2,35,24-1/2,20-1/2,19-1/2,22-1/2,65,75,27.93,1932,9.25,2016
1430-01,Lounge Chair,"Loose Pillow Back, Loose Seat",29,34-1/2,35,24-1/2,20-1/2,19-1/2,22-1/2,60,70,25.55,1504,8.50,2016
1432-01,"Occasional, Chair","Tight Back, Tight Seat",29,34,41,27-1/2,19-1/2,20,21,45,55,27.93,1138,4.00,2016
1441-01,Lounge Chair,"Tight Back, Loose Seat",33-1/2,37-1/2,34-1/2,22-1/2,20-1/2,20-1/2,19-1/2,60,70,25.55,1534,9.25,2016
1441-31,Swivel Chair,"Tight Back, Loose Seat",33-1/2,37-1/2,34-1/2,22-1/2,20-1/2,20-1/2,19-1/2,80,90,25.55,1626,9.25,2016
1443-01,Lounge Chair,"Loose Back, Loose Seat",34,41,38-1/2,26,21-1/2,22-1/2,22-1/2,90,105,31.44,1800,14.00,2016
1443-20,Ottoman,Semi-Attached Seat,29-1/2,23-1/2,20,N/A,N/A,N/A,N/A,35,40,13.45,856,5.75,2016
1443-31,Swivel Chair,"Loose Back, Loose Seat",34,41,38-1/2,26,21-1/2,22-1/2,22-1/2,90,105,31.44,1877,14.00,2016
1443-32,Swivel Glider,"Loose Back, Loose Seat",34,41,38-1/2,26,21-1/2,22-1/2,22-1/2,95,105,31.44,2030,14.00,2016
1445-31,Swivel Chair,"Tight Back, Loose Seat",30,35,39,25-1/2,19-1/2,22-1/2,20-1/2,85,95,25.55,1504,9.00,2016
1445-32,Swivel Glider,"Tight Back, Loose Seat",30,35,39,25-1/2,19-1/2,22-1/2,20-1/2,75,85,25.55,1657,9.00,2016
1447-01,"Lounge , Chair","Tight Back, Loose Seat",27,30,31,24-1/2,20,20,20,35,40,19.01,1361,6.25,2016
1451-01,Lounge Chair,"Tight Back, Tight Seat",29-1/2,35-1/2,36-1/2,25,19-1/2,21-1/2,22,60,70,25.55,1422,7.00,2016
1451-20,Ottoman,Webbed Seat,26-1/2,23,19,N/A,N/A,N/A,N/A,25,30,9.51,721,2.50,2016
1453-01,Lounge Chair,"Loose Back, Loose Seat",31,38-1/2,40-1/2,24-1/2,21,20,22,70,80,27.93,1663,10.25,2016
1454-01,Lounge Chair,"Loose Back, Loose Seat",37,38-1/2,37-1/2,23-1/2,21,22,21,65,75,31.70,1731,13.00,2016
1454-20,Ottoman,Semi-Attached Seat,27,23,19,N/A,N/A,N/A,N/A,30,35,9.51,844,5.00,2016
1454-31,Swivel Chair,"Loose Back, Loose Seat",37,38-1/2,37-1/2,23-1/2,21,22,21,80,90,31.70,1884,13.00,2016
1454-32,Swivel Glider,"Loose Back, Loose Seat",37,38-1/2,37-1/2,23-1/2,21,22,21,65,75,31.70,2037,13.00,2016
1458-01,Lounge Chair,"Semi-Attached Back, Loose Seat",32-1/2,40,38,26-1/2,18,21,22,95,105,33.75,1856,9.00,2016
1458-20,Ottoman,Tight Seat,28-1/2,22,17-1/2,N/A,N/A,N/A,N/A,25,30,9.51,801,2.75,2016
1459-01,Lounge Chair,"Loose Back, Loose Seat",37,45,42,27-1/2,21,22,22,85,95,33.75,1822,12.25,2016
1459-20,Ottoman,Semi-Attached Seat,28,21,20-1/2,N/A,N/A,N/A,N/A,30,35,9.51,752,3.75,2016
1464-01,Lounge Chair,"Tight Back, Tight Seat",33-1/2,35,39,27,20,22,19,60,70,27.89,1422,6.50,2016
1466-01,Lounge Chair,"Tight Back, Loose Seat",31,35-1/2,36-1/2,23-1/2,20-1/2,22,23,65,75,25.55,1626,10.25,2016
1466-30,Swivel Rocker,"Tight Back, Loose Seat",31,35-1/2,36-1/2,23-1/2,20-1/2,22,23,80,90,25.55,1718,10.25,2016
1466-31,Swivel Chair,"Tight Back, Loose Seat",31,35-1/2,36-1/2,23-1/2,20-1/2,22,23,85,95,25.55,1748,10.25,2016
1470-01,Lounge Chair,"Tight Back, Loose Seat",31-1/2,32-1/2,36,25-1/2,21,19-1/2,20-1/2,55,65,20.33,1406,6.25,2016
1473-01,Lounge Chair,"Tight Back, Loose Seat",35,37,39,25-1/2,21-1/2,21,23,70,80,27.93,1595,8.50,2016
1474-01,Lounge Chair,"Tight Back, Tight Seat",30-1/2,34,38,N/A,20,21-1/2,N/A,45,55,25.55,1146,5.25,2016
1475-01,Lounge Chair,"Tight Back, Tight Seat",30-1/2,34,38,N/A,20,21-1/2,N/A,45,55,25.55,1265,6.50,2016
1476-01,"Occasional, Chair","Tight Back, Tight Seat",24-1/2,26,38,N/A,19-1/2,19,21,35,40,16.24,1303,3.75,2016
1478-01,Lounge Chair,"Tight Back, Loose Seat",29-1/2,36-1/2,40-1/2,25,21,22-1/2,22-1/2,65,75,27.93,1565,9.25,2016
1480-01,Lounge Chair,"Loose Back, Loose Seat",33,33,34,24-1/2,20,19,19-1/2,65,75,25.55,1565,9.00,2016
1480-31,Swivel Chair,"Loose Back, Loose Seat",33,33,34,24-1/2,20,19,19-1/2,70,80,25.55,1641,9.00,2016
1483-01,Lounge Chair,"Loose Back, Loose Seat",31,38,42-1/2,25-1/2,23,20-1/2,24,60,70,33.75,1856,8.00,2016
1483-20,Ottoman,Semi-Attached Seat,28-1/2,23-1/2,21-1/2,N/A,N/A,N/A,N/A,25,30,9.51,874,4.00,2016
1489-01,Lounge Chair,"Tight Back, Loose Seat",33-1/2,37-1/2,34-1/2,22-1/2,19-1/2,20-1/2,19-1/2,70,80,37.50,1547,7.25,2016
1491-01,Lounge Chair,"Tight Back, Loose Seat",30-1/2,36,43-1/2,25-1/2,21,20,24,65,75,27.93,1672,9.50,2016
1491-20,Ottoman,Semi-Attached Seat,28,21,21,N/A,N/A,N/A,N/A,25,30,9.40,782,3.75,2016
1492-01,Lounge Chair,"Tufted Seat, Tufted Back",33,40,36,23,17,21,20,65,75,31.44,1978,7.50,2016
1492-20,Ottoman,Tufted Seat,28,22,17,N/A,N/A,N/A,N/A,20,25,9.51,728,2.50,2016
1494-01,Lounge Chair,"Tight Back, Tight Seat",27-1/2,35,40-1/2,27,19,21-1/2,21,50,60,27.93,1442,8.50,2016
1499-01,"Lounge, Chair","Tight Back, Tight Seat",29-1/2,36,37-1/2,22-1/2,18-1/2,22,23,35,45,20.33,1284,6.50,2016
1499-20,Ottoman,Tight Seat,22,18,15-1/2,N/A,N/A,N/A,N/A,25,30,9.51,713,2.50,2016
1532-01,Lounge Chair,"Tight Back, Loose Seat",30,36,43-1/2,24,21,21,20-1/2,80,90,27.93,1755,9.00,2016
1601-10,Bench,"Tight Back, Tight Seat",51,22,32,27,19-1/2,19,46,45,55,21.34,1379,4.25,2016
1606-10,Bench,"Semi-Attached Seat, Metal Base",40-1/2,23,21,N/A,N/A,N/A,N/A,60,70,26.76,1202,2.75,2016
1607-10,Bench,"Semi-Attached Seat, Metal Base",40-1/2,23,21,N/A,N/A,N/A,N/A,60,70,26.76,1248,2.75,2016
1610-10,Bench,Tufted Seat,45-1/2,18,20,N/A,N/A,N/A,N/A,45,55,15.44,908,3.25,2016
1611-10,Bench,Tight Seat,53-1/2,18-1/2,26-1/2,26-1/2,19-1/2,N/A,41,60,65,25.61,1100,4.25,2016
1619-20,"Cocktail, Ottoman",Tight Seat,18-1/2,18-1/2,19-1/2,N/A,N/A,N/A,N/A,25,30,9.51,807,2.75,2016
1620-10,Bench,Tufted Seat,47,19,20-1/2,N/A,N/A,N/A,N/A,45,50,15.44,899,3.25,2016
1623-10,Bench,Tight Seat,47,19,20-1/2,N/A,N/A,N/A,N/A,45,50,15.44,850,2.50,2016
1626-10,Bench,"Semi-Attached Seat, Metal Base",40-1/2,23,21,N/A,N/A,N/A,N/A,45,55,18.55,1202,2.75,2016
1627-10,Bench,"Semi-Attached Seat, Metal Base",40-1/2,23,21,N/A,N/A,N/A,N/A,45,55,26.76,1248,2.75,2016
1630-10,Bench,Tufted Seat,47,19,20-1/2,N/A,N/A,N/A,N/A,40,45,15.44,899,3.25,2016
1633-10,Bench,Tight Seat,47,19,20-1/2,N/A,N/A,N/A,N/A,40,45,15.44,850,2.50,2016
1634-10,Bench,Tight Seat,53,17,23,23,21,17,47,45,50,21.34,905,2.50,2016
1637-20,"Cocktail, Ottoman",Tufted Seat,42-1/2,31,19,N/A,N/A,N/A,N/A,65,75,35.21,1085,6.00,2016
1640-10,Bench,Tufted Seat,46-1/2,17-1/2,20,N/A,N/A,N/A,N/A,30,35,15.44,819,3.25,2016
1642-25,Chaise,"Loose Back, Loose Seat",31,59,37,23-1/2,20-1/2,41-1/2,22-1/2,75,85,55.15,1960,11.25,2016
1643-10,Bench,Tight Seat,46-1/2,17-1/2,20,N/A,N/A,N/A,N/A,40,45,15.44,746,2.50,2016
1644-10,Bench,Tight Seat,30,15-1/2,19-1/2,N/A,N/A,N/A,N/A,30,35,9.51,697,1.75,2016
1647-20,"Cocktail, Ottoman",Tufted Seat,42-1/2,31,19,N/A,N/A,N/A,N/A,65,75,35.21,1085,6.00,2016
1651-20,"Cocktail , Ottoman",Tufted Seat,35,35,20,N/A,N/A,N/A,N/A,45,50,20.88,1107,3.25,2016
1652-20,"Bunching, Ottoman",Tight Seat,19,19,20,N/A,N/A,N/A,N/A,30,35,9.51,556,3.00,2016
1652-22,"Storage, Ottoman",Tight Seat,19,19,20,N/A,N/A,N/A,N/A,30,35,9.51,648,3.00,2016
1653-22,"Skirted Storage, Ottoman",Tight Seat,19,19,20,N/A,N/A,N/A,N/A,30,35,9.51,770,3.75,2016
1654-20,"Cocktail, Ottoman","Tight Seat, (Without Tray)",52,38,19,N/A,N/A,N/A,N/A,100,110,35.21,1376,4.75,2016
1657-20,"Cocktail , Ottoman",Tight Seat,35,35,19-1/2,N/A,N/A,N/A,N/A,45,50,20.88,1076,3.25,2016
1659-20,"Cocktail , Ottoman",Tight Seat,35,35,19-1/2,N/A,N/A,N/A,N/A,45,50,20.88,1031,4.00,2016
1660-20,"Cocktail , Ottoman",Tufted Seat,34-1/2,34-1/2,19-1/2,N/A,N/A,N/A,N/A,40,45,16.96,1162,5.75,2016
1663-22,"Storage, Ottoman",Tufted Seat,58-1/2,25,23-1/2,N/A,N/A,N/A,N/A,100,110,26.76,1562,12.50,2016
1668-20,Ottoman,Tight Seat,28,22,20,N/A,N/A,N/A,N/A,30,35,9.51,789,2.00,2016
1670-10,Bench,Tight Seat,59,19-1/2,21-1/2,N/A,N/A,N/A,N/A,65,75,21.34,1122,3.00,2016
1672-22,"Storage, Ottoman",Tight Seat,19,19,21,N/A,N/A,N/A,N/A,30,35,9.51,672,3.25,2016
1673-22,"Storage, Ottoman",Tight Seat,19,19,21,N/A,N/A,N/A,N/A,30,35,9.51,795,4.00,2016
1676-20,"Cocktail, Ottoman",Tufted Seat,36-1/2,36-1/2,19,N/A,N/A,N/A,N/A,40,50,20.88,1012,4.25,2016
1685-10,Bench,"Tight Back, Loose Seat",55,23,25,25,22,18-1/2,46,60,75,26.76,1510,7.25,2016
1696-20,"Cocktail, Ottoman",Tufted Seat,36-1/2,36-1/2,19,N/A,N/A,N/A,N/A,45,50,20.88,1012,4.25,2016
1700-10,Bench,Tight Seat,54,19-1/2,24-1/2,24-1/2,17-1/2,N/A,42,45,55,21.34,966,4.00,2016
1701-10,Bench,"Tight Back, Tight Seat",51,20,32,27,19-1/2,17,46,65,75,29.88,1379,4.25,2016
1704-10,Bench,Tight Seat,47-1/2,19,27-1/2,27-1/2,20,N/A,36,40,50,25.61,954,3.25,2016
1724-10,Bench,Tight Seat,60,19,28-1/2,28-1/2,22,N/A,48-1/2,50,60,25.61,1046,4.00,2016
1750-10,Bench,Tight Seat,58-1/2,19,26,25-1/2,19,N/A,44-1/2,40,50,25.61,1107,3.25,2016
1765-10,Bench,Tight Seat,55,19,27,27,19,N/A,44,40,50,25.61,985,3.75,2016
1766-10,Bench,"Tight Back, Tight Seat",51,20,32,26-1/2,19-1/2,19-1/2,44,65,75,29.88,1180,4.75,2016
1814-01,Lounge Chair,"Tight Back, Tight Seat",33,31-1/2,36,27-1/2,20,21,22,55,65,25.55,1418,7.50,2016
1814-40,Settee,"Tight Back, Tight Seat",53,31-1/2,36,27-1/2,20,21,42,75,85,47.49,1859,9.25,2016
1827-01,Lounge Chair,"Loose Back, Loose Seat",33-1/2,35-1/2,38,26-1/2,20,21,22-1/2,65,75,25.55,1626,9.75,2016
1830-50,Sofa,"Tufted Back, Tufted Seat",85,33-1/2,36,30,17-1/2,21,69,105,115,78.82,2979,14.00,2016
1830-70,Loveseat,"Tufted Back, Tufted Seat",60-1/2,33-1/2,36,30,17-1/2,21,45,80,90,55.58,2725,11.75,2016
1833-50,Sofa,"Tight Back, Bench Seat",82,33-1/2,36,30,20-1/2,21-1/2,69,105,115,78.82,2419,12.50,2016
1833-55,Short Sofa,"Tight Back, Bench Seat",72,33-1/2,36,30,20-1/2,21-1/2,59-1/2,95,105,68.15,2266,11.25,2016
1833-70,Loveseat,"Tight Back, Bench Seat",58,33-1/2,36,30,20-1/2,21-1/2,45,80,90,55.88,2162,10.25,2016
1836-50,Sofa,"Tight Back, Loose Seat",82,33-1/2,36,30,20-1/2,21-1/2,69,105,115,78.82,2520,13.50,2016
1836-55,Short Sofa,"Tight Back, Loose Seat",72,33-1/2,36,30,20-1/2,21-1/2,59-1/2,95,105,68.15,2419,13.00,2016
1836-70,Loveseat,"Tight Back, Loose Seat",58,33-1/2,36,30,20-1/2,21-1/2,45,80,90,55.88,2266,10.50,2016
1839-01,Lounge Chair,"Tight Back, Tight Seat",33,31,33,28,19,21,19-1/2,45,55,25.55,1330,5.75,2016
1839-40,Settee,"Tight Back, Tight Seat",61,31,33,28,19,21,47-1/2,70,80,55.88,1694,7.25,2016
1870-50,Sofa,"Tight Back, Tight Seat",72,37,37-1/2,28,19,23-1/2,56,105,115,68.14,2397,14.50,2016
2601-01,Lounge Chair,"Tight Back, Loose Seat",28-1/2,35,37,18-1/2,19-1/2,19,23,60,70,25.55,1550,8.25,2016
2601-25,Chaise,"Tight Back, Loose Seat",28-1/2,64,40,20,21,48,23,105,115,55.88,2174,12.75,2016
2604-26,RAF Chaise,"Tight Back , Loose Seat",33,62,37-1/2,26,21-1/2,53,26,80,90,55.88,2128,11.25,2016
2604-27,LAF Chaise,"Tight Back , Loose Seat",33,62,37-1/2,26,21-1/2,53,26,90,100,55.88,2128,11.25,2016
2608-27,Chaise,"Tight Seat, Tight Back",32-1/2,77,34-1/2,37,20,61,27,120,135,68.15,2214,14.75,2016
2609-27,Chaise,"Tight Seat, Tight Back",32-1/2,77,34-1/2,37,20,61,27,130,145,68.15,2190,13.00,2016
2710-01,Lounge Chair,"Tight Back, Loose Seat",34,34,36-1/2,24,21-1/2,22,22,70,80,25.52,1553,8.50,2016
2710-50,Sofa,"Tight Back, Loose Seat",75-1/2,35,37-1/2,25-1/2,21,20-1/2,64-1/2,130,145,68.15,2550,15.50,2016
2711-50,Sofa,"Loose Back, Loose Seat",85-1/2,38-1/2,37-1/2,26,19,22,75,140,155,79.34,3368,26.00,2016
2714-26,"RAF, Chaise","Loose Back, Loose Seat",37,63,37,27,21-1/2,48-1/2,32,115,125,60.41,2367,14.00,2016
2714-27,"LAF, Chaise","Loose Back, Loose Seat",37,63,37,27,21-1/2,48-1/2,32,115,125,60.41,2367,14.00,2016
2714-29,Corner Chair,"Loose Back, Loose Seat",36-1/2,36-1/2,37,N/A,21-1/2,21,N/A,55,65,25.55,1779,10.50,2016
2714-50,Sofa,"Loose Back, Loose Seat",74,36-1/2,37,27,21-1/2,21,66,135,150,68.15,2773,18.00,2016
2714-51,"RAF, Sofa","Loose Back, Loose Seat",70-1/2,36-1/2,37,27,21-1/2,21,66-1/2,125,140,68.15,2697,17.00,2016
2714-52,"LAF, Sofa","Loose Back, Loose Seat",70-1/2,36-1/2,37,27,21-1/2,21,66-1/2,125,140,68.15,2697,17.00,2016
2714-78,"Armless, Chair","Loose Back, Loose Seat",26,36-1/2,37,N/A,21-1/2,21,N/A,100,110,55.88,1427,9.50,2016
2714-LA,"LAF Angle, Loveseat","Loose Back, Loose Seat",67,53,37,27,21-1/2,21,62-1/2,100,110,55.88,2697,17.75,2016
2714-RA,"RAF Angle, Loveseat","Loose Back, Loose Seat",67,53,37,27,21-1/2,21,62-1/2,100,110,55.88,2697,17.75,2016
2716-50,Sofa,"Loose Back, Loose Seat",81-1/2,37,35-1/2,25,19-1/2,20,66,150,175,79.34,2862,19.00,2016
2726-50,Sofa,"Loose Back, Loose Seat",87-1/2,40,41,27,22,21-1/2,79,185,200,99.18,3022,26.75,2016
2727-50,Sofa,"Loose Back, Loose Seat",93,40,41,27,22,21-1/2,83-1/2,,,91.92,3252,28.00,2016
2729-01,Lounge Chair,"Tight Back, Loose Seat",30,35,37-1/2,25-1/2,21,21,21,55,65,25.55,1764,9.25,2016
2729-31,"Swivel, Chair","Tight Back, Loose Seat",30,35,37-1/2,25-1/2,21,21,21,55,65,25.55,1871,9.25,2016
2729-32,"Swivel, Glider","Tight Back, Loose Seat",30,35,37-1/2,25-1/2,21,21,21,55,65,25.55,2054,9.25,2016
2729-50,Sofa,"Tight Back, Loose Seat",73,35,37-1/2,25-1/2,21,21,64,110,125,69.04,2673,16.75,2016
2734-50,Sofa,"Loose Back, Loose Seat",86-1/2,42-1/2,38,27-1/2,21-1/2,21,71-1/2,150,165,79.34,3051,22.25,2016
2734-70,Loveseat,"Loose Back, Loose Seat",63,42-1/2,38,27-1/2,21-1/2,21,48,90,100,60.41,2862,17.75,2016
2736-50,Sofa,"Loose Back, Loose Seat",87-1/2,40,39-1/2,24-1/2,21,21,81,160,170,95.55,3610,23.75,2016
2736-70,Loveseat,"Loose Back, Loose Seat",62-1/2,40,39-1/2,24-1/2,21,21,56,90,100,60.41,2797,18.25,2016
2738-50,Sofa,"Loose Back, Loose Seat",88-1/2,40,38-1/2,27-1/2,22,21,72,150,165,91.92,3304,25.75,2016
